geoid,county,state,total_population
51595,Emporia city, Virginia,5565
51600,Fairfax city, Virginia,23620
51610,Falls Church city, Virginia,13597
51620,Franklin city, Virginia,8413
51630,Fredericksburg city, Virginia,27853
51640,Galax city, Virginia,6858
51650,Hampton city, Virginia,136789
51660,Harrisonburg city, Virginia,51979
51670,Hopewell city, Virginia,22332
51678,Lexington city, Virginia,7036
51680,Lynchburg city, Virginia,78755
51683,Manassas city, Virginia,41149
51685,Manassas Park city, Virginia,15827
51690,Martinsville city, Virginia,13551
51700,Newport News city, Virginia,181606
51710,Norfolk city, Virginia,245724
51720,Norton city, Virginia,3978
51730,Petersburg city, Virginia,31997
51735,Poquoson city, Virginia,12068
51740,Portsmouth city, Virginia,96071
51750,Radford city, Virginia,17186
51760,Richmond city, Virginia,216773
51770,Roanoke city, Virginia,99329
51775,Salem city, Virginia,25290
51790,Staunton city, Virginia,24234
51800,Suffolk city, Virginia,87061
51810,Virginia Beach city, Virginia,449733
51820,Waynesboro city, Virginia,21366
51830,Williamsburg city, Virginia,14988
51840,Winchester city, Virginia,27349
53001,Adams County, Washington,19100
53003,Asotin County, Washington,22113
53005,Benton County, Washington,187519
53007,Chelan County, Washington,74761
53009,Clallam County, Washington,72969
53011,Clark County, Washington,450893
53013,Columbia County, Washington,3971
53015,Cowlitz County, Washington,102854
53017,Douglas County, Washington,40101
53019,Ferry County, Washington,7639
53021,Franklin County, Washington,87810
53023,Garfield County, Washington,2231
53025,Grant County, Washington,92530
53027,Grays Harbor County, Washington,71233
53029,Island County, Washington,80113
53031,Jefferson County, Washington,30333
53033,King County, Washington,2079550
53035,Kitsap County, Washington,257488
53037,Kittitas County, Washington,42785
53039,Klickitat County, Washington,20930
53041,Lewis County, Washington,75724
53043,Lincoln County, Washington,10326
53045,Mason County, Washington,61060
53047,Okanogan County, Washington,41299
53049,Pacific County, Washington,20743
53051,Pend Oreille County, Washington,13001
53053,Pierce County, Washington,832896
53055,San Juan County, Washington,16056
53057,Skagit County, Washington,120475
53059,Skamania County, Washington,11316
53061,Snohomish County, Washington,758649
53063,Spokane County, Washington,485859
53065,Stevens County, Washington,43744
53067,Thurston County, Washington,266311
53069,Wahkiakum County, Washington,4051
53071,Walla Walla County, Washington,59809
53073,Whatcom County, Washington,209729
53075,Whitman County, Washington,47494
53077,Yakima County, Washington,247681
54001,Barbour County, West Virginia,16892
54003,Berkeley County, West Virginia,110173
54005,Boone County, West Virginia,23645
54007,Braxton County, West Virginia,14463
54009,Brooke County, West Virginia,23473
54011,Cabell County, West Virginia,96623
54013,Calhoun County, West Virginia,7482
54015,Clay County, West Virginia,9033
54017,Doddridge County, West Virginia,8363
54019,Fayette County, West Virginia,45192
54021,Gilmer County, West Virginia,8497
54023,Grant County, West Virginia,11770
54025,Greenbrier County, West Virginia,35580
54027,Hampshire County, West Virginia,23455
54029,Hancock County, West Virginia,30024
54031,Hardy County, West Virginia,13942
54033,Harrison County, West Virginia,68775
54035,Jackson County, West Virginia,29199
54037,Jefferson County, West Virginia,55531
54039,Kanawha County, West Virginia,189636
54041,Lewis County, West Virginia,16422
54043,Lincoln County, West Virginia,21482
54045,Logan County, West Virginia,35166
54047,McDowell County, West Virginia,20273
54049,Marion County, West Virginia,56716
54051,Marshall County, West Virginia,32296
54053,Mason County, West Virginia,27060
54055,Mercer County, West Virginia,61476
54057,Mineral County, West Virginia,27606
54059,Mingo County, West Virginia,25549
54061,Monongalia County, West Virginia,102827
54063,Monroe County, West Virginia,13496
54065,Morgan County, West Virginia,17514
54067,Nicholas County, West Virginia,25743
54069,Ohio County, West Virginia,43257
54071,Pendleton County, West Virginia,7291
54073,Pleasants County, West Virginia,7612
54075,Pocahontas County, West Virginia,8620
54077,Preston County, West Virginia,33793
54079,Putnam County, West Virginia,56743
54081,Raleigh County, West Virginia,78051
54083,Randolph County, West Virginia,29287
54085,Ritchie County, West Virginia,10044
54087,Roane County, West Virginia,14513
54089,Summers County, West Virginia,13325
54091,Taylor County, West Virginia,16949
54093,Tucker County, West Virginia,6922
54095,Tyler County, West Virginia,9000
54097,Upshur County, West Virginia,24632
54099,Wayne County, West Virginia,41237
54101,Webster County, West Virginia,8820
54103,Wetzel County, West Virginia,15997
54105,Wirt County, West Virginia,5826
54107,Wood County, West Virginia,86262
54109,Wyoming County, West Virginia,22537
55001,Adams County, Wisconsin,20294
55003,Ashland County, Wisconsin,15936
55005,Barron County, Wisconsin,45548
55007,Bayfield County, Wisconsin,14987
55009,Brown County, Wisconsin,256621
55011,Buffalo County, Wisconsin,13256
55013,Burnett County, Wisconsin,15259
55015,Calumet County, Wisconsin,49653
55017,Chippewa County, Wisconsin,63355
55019,Clark County, Wisconsin,34486
55021,Columbia County, Wisconsin,56650
55023,Crawford County, Wisconsin,16415
55025,Dane County, Wisconsin,516818
55027,Dodge County, Wisconsin,88404
55029,Door County, Wisconsin,27669
55031,Douglas County, Wisconsin,43705
55033,Dunn County, Wisconsin,44348
55035,Eau Claire County, Wisconsin,101907
55037,Florence County, Wisconsin,4474
55039,Fond du Lac County, Wisconsin,101968
55041,Forest County, Wisconsin,9108
55043,Grant County, Wisconsin,51723
55045,Green County, Wisconsin,37050
55047,Green Lake County, Wisconsin,18881
55049,Iowa County, Wisconsin,23751
55051,Iron County, Wisconsin,5850
55053,Jackson County, Wisconsin,20566
55055,Jefferson County, Wisconsin,84538
55057,Juneau County, Wisconsin,26399
55059,Kenosha County, Wisconsin,167896
55061,Kewaunee County, Wisconsin,20459
55063,La Crosse County, Wisconsin,117538
55065,Lafayette County, Wisconsin,16793
55067,Langlade County, Wisconsin,19414
55069,Lincoln County, Wisconsin,28171
55071,Manitowoc County, Wisconsin,80178
55073,Marathon County, Wisconsin,135367
55075,Marinette County, Wisconsin,41090
55077,Marquette County, Wisconsin,15082
55078,Menominee County, Wisconsin,4457
55079,Milwaukee County, Wisconsin,955306
55081,Monroe County, Wisconsin,45365
55083,Oconto County, Wisconsin,37475
55085,Oneida County, Wisconsin,35604
55087,Outagamie County, Wisconsin,181799
55089,Ozaukee County, Wisconsin,87625
55091,Pepin County, Wisconsin,7349
55093,Pierce County, Wisconsin,40881
55095,Polk County, Wisconsin,43483
55097,Portage County, Wisconsin,70551
55099,Price County, Wisconsin,13707
55101,Racine County, Wisconsin,194873
55103,Richland County, Wisconsin,17642
55105,Rock County, Wisconsin,160986
55107,Rusk County, Wisconsin,14272
55109,St. Croix County, Wisconsin,86726
55111,Sauk County, Wisconsin,63317
55113,Sawyer County, Wisconsin,16438
55115,Shawano County, Wisconsin,41384
55117,Sheboygan County, Wisconsin,115269
55119,Taylor County, Wisconsin,20521
55121,Trempealeau County, Wisconsin,29521
55123,Vernon County, Wisconsin,30442
55125,Vilas County, Wisconsin,21373
55127,Walworth County, Wisconsin,103021
55129,Washburn County, Wisconsin,15685
55131,Washington County, Wisconsin,133422
55133,Waukesha County, Wisconsin,395377
55135,Waupaca County, Wisconsin,51974
55137,Waushara County, Wisconsin,24238
55139,Winnebago County, Wisconsin,169487
55141,Wood County, Wisconsin,73621
56001,Albany County, Wyoming,37836
56003,Big Horn County, Wyoming,11931
56005,Campbell County, Wyoming,48473
56007,Carbon County, Wyoming,15696
56009,Converse County, Wyoming,14223
56011,Crook County, Wyoming,7284
56013,Fremont County, Wyoming,40683
56015,Goshen County, Wyoming,13546
56017,Hot Springs County, Wyoming,4781
56019,Johnson County, Wyoming,8572
56021,Laramie County, Wyoming,96459
56023,Lincoln County, Wyoming,18543
56025,Natrona County, Wyoming,80871
56027,Niobrara County, Wyoming,2498
56029,Park County, Wyoming,29083
56031,Platte County, Wyoming,8740
56033,Sheridan County, Wyoming,29924
56035,Sublette County, Wyoming,10032
56037,Sweetwater County, Wyoming,44812
56039,Teton County, Wyoming,22623
56041,Uinta County, Wyoming,20893
56043,Washakie County, Wyoming,8351
56045,Weston County, Wyoming,7175
